Time,Temperature_obs,WindSpeed_obs,WindDirection_obs
3/30/2019 0:00,21.7,0.4,164.2
3/30/2019 1:00,21.4,0.5,196.3
3/30/2019 2:00,21.3,0.3,165.1
3/30/2019 3:00,21.1,0.5,179.1
3/30/2019 4:00,20.6,0.7,224.3
3/30/2019 5:00,20.2,0.6,207.7
3/30/2019 6:00,20.2,0.7,227.1
3/30/2019 7:00,21.2,0.4,121.1
3/30/2019 8:00,22.1,0.7,170.9
3/30/2019 9:00,24.1,0.8,109.7
3/30/2019 10:00,25.6,1,143.6
3/30/2019 11:00,26.9,1.3,169.4
3/30/2019 12:00,28.2,1.3,158.6
3/30/2019 13:00,28.2,1.7,105.4
3/30/2019 14:00,28.5,1.3,121.1
3/30/2019 15:00,29.1,1,155.6
3/30/2019 16:00,29.1,0.9,219.9
3/30/2019 17:00,28.5,1.2,233.4
3/30/2019 18:00,26.9,2.9,315
3/30/2019 19:00,26.3,1.9,249.1
3/30/2019 20:00,25.9,1.6,228.4
3/30/2019 21:00,25.4,0.8,213.6
3/30/2019 22:00,25.1,0.7,195.8
3/30/2019 23:00,24.5,0.3,131.4
3/31/2019 0:00,23.4,1.2,216.3
3/31/2019 1:00,23.1,0.6,205.2
3/31/2019 2:00,22.7,0.5,210
3/31/2019 3:00,22.6,0.5,185.9
3/31/2019 4:00,22.4,0.3,154.3
3/31/2019 5:00,22,0.6,214.9
3/31/2019 6:00,21.5,0.5,181
3/31/2019 7:00,22.6,0.4,163.6
3/31/2019 8:00,24.2,0.9,63.5
3/31/2019 9:00,26.4,1.3,109.7
3/31/2019 10:00,28.2,1.2,120.4
3/31/2019 11:00,30,1.6,135.1
3/31/2019 12:00,30.4,2.2,201.6
3/31/2019 13:00,30.8,2.7,233.8
3/31/2019 14:00,31.4,2.8,298.6
3/31/2019 15:00,30.4,4.5,314
3/31/2019 16:00,28.2,5.5,309.3
3/31/2019 17:00,24.8,2.4,141.7
3/31/2019 18:00,23.6,0.9,167.4
3/31/2019 19:00,23.8,1.4,118.3
3/31/2019 20:00,24.3,1.4,189.9
3/31/2019 21:00,24.1,0.6,141.5
3/31/2019 22:00,23.4,1.1,230.1
3/31/2019 23:00,22.8,0.7,145.5
4/1/2019 0:00,23.1,1,100.1
4/1/2019 1:00,23.3,1,156.5
4/1/2019 2:00,23.2,0.4,137.9
4/1/2019 3:00,22.7,0.8,187.9
4/1/2019 4:00,22.5,0.6,116.4
4/1/2019 5:00,22.5,0.6,123.5
4/1/2019 6:00,22.2,0.9,174.2
4/1/2019 7:00,22.5,0.6,136.1
4/1/2019 8:00,22.8,0.9,94
4/1/2019 9:00,23,0.7,114.5
