Time,Temperature (°C)_wrf,Wind Speed (m/s)_wrf,Wind Direction (°)_wrf
1/7/2019 0:00,22.362366,0.82000464,305.50198
1/7/2019 1:00,23.795837,0.7985256,122.18939
1/7/2019 2:00,22.978058,1.4751925,141.34552
1/7/2019 3:00,22.815857,0.7777562,155.1178
1/7/2019 4:00,22.322357,0.41716,81.21521
1/7/2019 5:00,22.129486,1.1549503,125.0773
1/7/2019 6:00,21.966003,1.1695664,97.93378
1/7/2019 7:00,22.059082,1.1717681,230.40588
1/7/2019 8:00,21.892303,1.0808641,172.2373
1/7/2019 9:00,21.57013,0.4905986,107.45651
1/7/2019 10:00,21.353973,0.85059774,144.5141
1/7/2019 11:00,21.001495,0.88634294,114.70099
1/7/2019 12:00,21.066254,0.6933434,122.106445
1/7/2019 13:00,22.007324,0.425078,89.606384
1/7/2019 14:00,23.7771,0.76362467,210.24782
1/7/2019 15:00,25.959564,1.7676126,151.1735
1/7/2019 16:00,26.950256,1.2050204,193.20366
1/7/2019 17:00,28.781464,1.9147794,237.2987
1/7/2019 18:00,28.66983,2.1512144,228.6587
1/7/2019 19:00,27.212646,3.0026221,294.47937
1/7/2019 20:00,27.07846,3.5266688,284.66278
1/7/2019 21:00,26.507904,4.2933645,310.59534
1/7/2019 22:00,25.371307,4.899946,302.54538
1/7/2019 23:00,24.831268,4.3603315,309.9239
1/8/2019 0:00,23.918762,2.22459,71.017914
1/8/2019 1:00,23.091675,1.7181395,131.22061
1/8/2019 2:00,21.458588,2.8420641,101.11084
1/8/2019 3:00,21.387787,1.7321812,76.68182
1/8/2019 4:00,21.390137,0.972555,142.71405
1/8/2019 5:00,21.392303,1.3074466,203.70258
1/8/2019 6:00,21.023376,1.2611332,220.22906
1/8/2019 7:00,20.80014,1.521074,233.56488
1/8/2019 8:00,20.39267,1.3810036,233.44296
1/8/2019 9:00,20.226074,0.3863859,189.46141
1/8/2019 10:00,19.960052,0.20149493,2.2130432
1/8/2019 11:00,19.85315,0.76815575,291.97937
1/8/2019 12:00,20.333862,0.69441223,89.82315
1/8/2019 13:00,21.36905,0.5510431,98.75183
1/8/2019 14:00,22.83496,0.5418767,113.4328
1/8/2019 15:00,23.681274,1.5854591,139.35406
1/8/2019 16:00,24.73291,1.0964301,151.35696
1/8/2019 17:00,26.025574,0.37954023,326.19754
1/8/2019 18:00,27.235443,0.98859924,223.77672
1/8/2019 19:00,28.044312,2.002525,260.09454
1/8/2019 20:00,27.940582,2.6277578,296.11078
1/8/2019 21:00,27.13678,4.682185,303.25467
1/8/2019 22:00,25.452423,4.5531983,313.8241
1/8/2019 23:00,23.460022,5.762515,317.29257
1/9/2019 0:00,23.953339,2.3001945,327.6712
1/9/2019 1:00,23.347046,1.8431855,341.0497
1/9/2019 2:00,22.542542,2.5389016,98.22467
1/9/2019 3:00,22.259644,1.4297992,78.03485
1/9/2019 4:00,21.985168,1.8560978,100.685394
1/9/2019 5:00,21.70868,0.7496395,110.62915
1/9/2019 6:00,21.674011,0.8853922,164.6919
1/9/2019 7:00,21.47342,0.60176444,93.807495
1/9/2019 8:00,21.248047,1.2343674,171.52863
1/9/2019 9:00,21.28357,0.26042843,54.114258
1/9/2019 10:00,21.273163,0.18185316,246.38383
1/9/2019 11:00,20.934998,1.4354249,129.84546
1/9/2019 12:00,20.826447,0.869484,121.638306
1/9/2019 13:00,21.542267,0.4976081,107.07785
1/9/2019 14:00,22.439758,0.6806432,16.395142
1/9/2019 15:00,23.866669,0.5991027,325.21216
1/9/2019 16:00,25.00174,0.16066523,57.971344
1/9/2019 17:00,25.439636,1.5276942,236.23845
1/9/2019 18:00,25.03415,1.8183225,293.79938
1/9/2019 19:00,26.26825,1.1155657,84.57971
1/9/2019 20:00,27.342468,2.236431,291.65375
1/9/2019 21:00,26.092194,3.661478,320.0119
1/9/2019 22:00,24.786377,3.6901667,313.63083
1/9/2019 23:00,24.034729,3.6279263,320.4345
1/10/2019 0:00,24.043335,2.2827122,317.53818
1/10/2019 1:00,23.525085,3.722224,330.98438
1/10/2019 2:00,23.25003,0.6603641,168.55548
1/10/2019 3:00,23.019287,0.97749174,178.49634
1/10/2019 4:00,22.153442,1.8046972,112.94592
1/10/2019 5:00,22.130157,1.1929371,326.5227
1/10/2019 6:00,22.085632,0.52279097,152.89502
1/10/2019 7:00,21.75064,0.48160058,104.97797
1/10/2019 8:00,21.0224,1.6696728,153.3186
1/10/2019 9:00,21.153229,0.33388874,295.61047
1/10/2019 10:00,20.833984,0.9370734,21.089874
1/10/2019 11:00,20.60205,0.69101566,14.895111
1/10/2019 12:00,20.738983,0.76728946,358.0256
1/10/2019 13:00,21.853058,0.6180856,142.99261
1/10/2019 14:00,22.516937,0.6216229,116.61014
1/10/2019 15:00,23.974121,1.1529337,94.86691
1/10/2019 16:00,24.795532,1.553705,134.11426
1/10/2019 17:00,26.516449,1.3127007,179.16638
1/10/2019 18:00,26.80304,1.4655654,252.13846
1/10/2019 19:00,26.723969,1.7030325,321.0359
1/10/2019 20:00,26.380981,4.4495263,300.0687
1/10/2019 21:00,26.656128,1.3106594,329.55963
1/10/2019 22:00,25.969208,2.130854,325.1457
1/10/2019 23:00,24.63388,3.3273654,330.88715
1/11/2019 0:00,24.100586,4.476781,326.93887
