Time,Temperature_obs,WindSpeed_obs,WindDirection_obs
4/4/2019 18:00,25.48,6.92,33.73
4/4/2019 19:00,25.29,7.35,34.78
4/4/2019 20:00,25.28,7.15,37.03
4/4/2019 21:00,25.34,7.32,36.39
4/4/2019 22:00,25.1,7.11,37.23
4/4/2019 23:00,24.8,6.66,40.75
4/5/2019 0:00,24.71,5.31,41.88
4/5/2019 1:00,24.78,3.7,38.7
4/5/2019 2:00,24.97,3.64,42.05
4/5/2019 3:00,24.73,3.32,51.25
4/5/2019 4:00,24.98,2.43,65.97
4/5/2019 5:00,24.6,0.8,89.29
4/5/2019 6:00,24.3,1.06,144.13
4/5/2019 7:00,24.79,1.02,133.66
4/5/2019 8:00,26.47,1.29,103.54
4/5/2019 9:00,28.18,1.29,133.04
4/5/2019 10:00,30.31,1.75,73.65
4/5/2019 11:00,30.22,4.83,40.99
4/5/2019 12:00,29.91,6.16,40.9
4/5/2019 13:00,29.99,6.63,43.94
4/5/2019 14:00,29.23,7.28,41.95
4/5/2019 15:00,28.5,7.38,37.39
4/5/2019 16:00,27.14,7.91,39.12
4/5/2019 17:00,26.31,7.7,34.8
4/5/2019 18:00,25.55,7.28,33.75
4/5/2019 19:00,25.38,6.28,30.97
4/5/2019 20:00,25.29,7.52,32.61
4/5/2019 21:00,25.26,7.13,33.21
4/5/2019 22:00,25.16,6.89,34.75
4/5/2019 23:00,24.94,6.25,37.79
4/6/2019 0:00,25.1,6.2,37.8
