Time,Temperature (°C)_wrf,Wind Speed (m/s)_wrf,Wind Direction (°)_wrf
3/30/2019 0:00,21.93097,0.4852816,269.15515
3/30/2019 1:00,23.407867,0.01262891,160.013
3/30/2019 2:00,22.705353,1.0910242,97.84198
3/30/2019 3:00,22.385284,0.14890592,32.403107
3/30/2019 4:00,22.086182,0.21440767,127.8905
3/30/2019 5:00,22.102448,0.769956,277.06845
3/30/2019 6:00,21.8208,0.86245835,269.34265
3/30/2019 7:00,21.63684,0.49299476,175.71423
3/30/2019 8:00,21.30304,0.915405,213.87776
3/30/2019 9:00,21.147827,0.3513417,125.59967
3/30/2019 10:00,20.980255,0.1922854,31.058777
3/30/2019 11:00,20.798004,0.22230564,56.75415
3/30/2019 12:00,20.797852,0.31886366,73.23483
3/30/2019 13:00,22.014343,0.428065,155.39459
3/30/2019 14:00,23.633545,1.3456647,131.62817
3/30/2019 15:00,24.98236,1.1906937,124.39868
3/30/2019 16:00,26.208435,1.0286348,151.09332
3/30/2019 17:00,27.312805,0.97574157,90.27829
3/30/2019 18:00,29.165405,1.2460465,192.99446
3/30/2019 19:00,29.865631,1.3114592,202.47395
3/30/2019 20:00,29.535736,2.169652,227.20044
3/30/2019 21:00,29.106018,0.7340803,220.45964
3/30/2019 22:00,27.80603,3.0858948,291.83157
3/30/2019 23:00,26.484283,3.2077796,308.3272
3/31/2019 0:00,26.160675,2.040141,329.53113
3/31/2019 1:00,25.790863,1.7369529,330.89185
3/31/2019 2:00,25.314056,1.3384347,338.5842
3/31/2019 3:00,25.100159,1.3738302,9.444824
3/31/2019 4:00,24.384705,1.1488329,96.06976
3/31/2019 5:00,24.151093,0.23575576,224.13718
3/31/2019 6:00,23.729736,0.8423156,168.81299
3/31/2019 7:00,23.22821,0.5994751,141.9823
3/31/2019 8:00,23.214417,0.57801753,176.99292
3/31/2019 9:00,22.937714,0.2556756,104.035095
3/31/2019 10:00,22.71878,0.2527131,31.166382
3/31/2019 11:00,22.611145,0.72038686,124.898865
3/31/2019 12:00,22.74646,0.5324404,86.209045
