Time,Temperature (°C)_wrf,Wind Speed (m/s)_wrf,Wind Direction (°)_wrf
3/30/2019 0:00,14.138428,0.73964083,271.2495
3/30/2019 1:00,13.66629,1.7578628,258.60223
3/30/2019 2:00,13.35965,2.995018,258.02222
3/30/2019 3:00,12.889984,1.2942722,256.58502
3/30/2019 4:00,12.548828,0.68764126,39.407776
3/30/2019 5:00,12.616425,0.40153557,179.91608
3/30/2019 6:00,12.444794,1.130685,85.49643
3/30/2019 7:00,12.386871,0.53940207,221.15257
3/30/2019 8:00,12.312225,1.4083476,233.39641
3/30/2019 9:00,12.065552,3.2739842,248.58556
3/30/2019 10:00,11.602386,4.148618,245.54996
3/30/2019 11:00,11.391663,4.2605395,245.79352
3/30/2019 12:00,11.532257,3.8535805,246.50565
3/30/2019 13:00,12.221436,2.940217,251.90025
3/30/2019 14:00,14.198639,2.739313,244.05243
3/30/2019 15:00,15.096405,2.2140207,226.88983
3/30/2019 16:00,17.927155,3.7819035,150.33136
3/30/2019 17:00,18.052704,4.055257,148.15234
3/30/2019 18:00,16.55899,2.9817307,176.5376
3/30/2019 19:00,17.731415,1.455974,167.06976
3/30/2019 20:00,18.615082,1.5042831,163.3501
3/30/2019 21:00,18.351318,1.9805306,164.12073
3/30/2019 22:00,16.596893,3.357055,140.62796
3/30/2019 23:00,14.854767,2.027985,111.96539
3/31/2019 0:00,14.320099,0.883043,68.6189
3/31/2019 1:00,14.2933655,2.3026085,255.74762
3/31/2019 2:00,12.268585,2.9805138,242.15613
3/31/2019 3:00,12.656982,2.7574697,261.5481
3/31/2019 4:00,12.55426,2.3310287,250.41379
3/31/2019 5:00,11.099457,2.3611054,254.9264
3/31/2019 6:00,10.857239,2.629486,251.62949
3/31/2019 7:00,11.803772,2.6805162,246.14194
3/31/2019 8:00,10.237183,2.311653,253.26001
3/31/2019 9:00,10.009125,2.6030843,249.36478
3/31/2019 10:00,9.848663,2.7481225,255.69292
3/31/2019 11:00,9.49411,2.3447275,244.40613
3/31/2019 12:00,12.084625,2.6430483,246.21835
3/31/2019 13:00,14.123932,2.3899295,243.63232
3/31/2019 14:00,16.700775,3.3417592,148.26132
3/31/2019 15:00,18.290436,4.013047,143.54108
3/31/2019 16:00,19.42923,5.1899204,144.41504
3/31/2019 17:00,20.335846,5.300704,148.69067
3/31/2019 18:00,20.981995,4.4299803,144.2749
3/31/2019 19:00,21.217804,4.1095953,151.30542
3/31/2019 20:00,20.776001,4.5015903,143.99628
3/31/2019 21:00,19.430725,4.925499,140.97552
3/31/2019 22:00,17.66867,4.4984465,133.61957
3/31/2019 23:00,16.730927,2.7860591,118.94971
4/1/2019 0:00,14.48291,1.9322594,69.065186
4/1/2019 1:00,15.093842,2.6316478,134.71039
4/1/2019 2:00,12.9808655,1.3780878,153.24738
4/1/2019 3:00,12.483582,1.7627941,224.87799
4/1/2019 4:00,12.038025,1.1724037,260.69116
4/1/2019 5:00,12.11084,0.8727631,213.17899
4/1/2019 6:00,11.9678955,1.162288,264.42142
4/1/2019 7:00,12.038239,1.6367422,255.146
4/1/2019 8:00,11.467438,1.7858053,263.13858
4/1/2019 9:00,11.964203,1.772608,282.21613
4/1/2019 10:00,10.5720825,2.0814798,269.67374
4/1/2019 11:00,10.872101,2.1782613,260.39743
4/1/2019 12:00,13.154846,2.3146994,248.3924
4/1/2019 13:00,15.112762,2.2271261,253.85292
4/1/2019 14:00,17.386322,1.4056591,260.65695
4/1/2019 15:00,18.540314,0.85193765,197.52252
4/1/2019 16:00,20.526031,1.9988266,313.69196
4/1/2019 17:00,18.784393,2.2571328,109.978485
4/1/2019 18:00,17.211792,3.9339354,36.926025
4/1/2019 19:00,17.955994,3.5134778,24.512787
4/1/2019 20:00,17.75357,4.2378473,8.3932495
4/1/2019 21:00,15.513336,3.5352604,36.36615
4/1/2019 22:00,13.780945,2.3757668,300.86313
4/1/2019 23:00,13.919556,1.3011706,200.9506
4/2/2019 0:00,14.065735,1.6841938,255.6968
4/2/2019 1:00,13.360931,2.1004076,268.86102
4/2/2019 2:00,13.375153,2.87155,266.17212
4/2/2019 3:00,13.413452,2.4049766,259.8128
4/2/2019 4:00,13.147919,3.7467885,250.48439
4/2/2019 5:00,12.569336,2.1740043,252.2088
4/2/2019 6:00,12.06485,1.3243504,237.1618
4/2/2019 7:00,11.595154,1.5626487,253.47046
4/2/2019 8:00,11.130066,1.9323612,264.6592
4/2/2019 9:00,10.613892,2.0929785,265.91342
4/2/2019 10:00,10.211151,2.0236762,260.59012
4/2/2019 11:00,10.160156,2.2891338,268.19864
4/2/2019 12:00,12.446259,2.8530426,261.52997
4/2/2019 13:00,14.404663,2.2713742,263.0594
4/2/2019 14:00,16.213593,2.284903,252.14456
4/2/2019 15:00,17.692474,2.425141,283.44138
4/2/2019 16:00,14.941284,4.7767196,308.66977
4/2/2019 17:00,17.46991,3.2510865,294.12973
4/2/2019 18:00,18.33017,1.4231472,272.87817
4/2/2019 19:00,16.289032,3.1134965,35.92279
4/2/2019 20:00,17.55661,2.9035232,0.9883728
4/2/2019 21:00,17.676544,2.2195225,323.06473
4/2/2019 22:00,15.463257,2.3326173,161.2201
4/2/2019 23:00,14.186981,0.49848136,256.52213
4/3/2019 0:00,14.032928,0.53528446,5.827484
4/3/2019 1:00,13.766663,0.45784956,88.21237
4/3/2019 2:00,13.634766,0.6133013,326.8642
4/3/2019 3:00,13.370453,0.24072276,118.94562
4/3/2019 4:00,13.448853,0.44972745,245.9243
4/3/2019 5:00,13.198639,0.27742755,204.20656
4/3/2019 6:00,13.0078125,1.0304302,106.72388
4/3/2019 7:00,12.64798,1.7115161,46.43817
4/3/2019 8:00,12.796295,0.8309253,315.32748
4/3/2019 9:00,12.329132,0.45463,265.83466
4/3/2019 10:00,11.501373,0.73196673,203.9585
4/3/2019 11:00,11.215363,1.6152681,147.71826
4/3/2019 12:00,12.81665,2.0960996,270.29456
4/3/2019 13:00,14.524506,1.2224656,250.83932
4/3/2019 14:00,16.642609,2.1253262,172.10608
4/3/2019 15:00,18.484802,3.6585376,152.23755
4/3/2019 16:00,19.675873,1.2696881,116.15375
4/3/2019 17:00,16.845795,2.4686244,43.77545
4/3/2019 18:00,19.094788,2.9903848,31.027313
4/3/2019 19:00,17.18991,4.0097775,51.70276
4/3/2019 20:00,17.333069,3.458919,21.310059
4/3/2019 21:00,17.632355,2.9420857,14.84256
4/3/2019 22:00,16.871674,1.864898,4.376648
4/3/2019 23:00,15.164734,3.1719153,347.37967
4/4/2019 0:00,13.40744,1.6628294,48.185486
4/4/2019 1:00,13.832489,2.763212,91.34665
4/4/2019 2:00,13.769562,0.8449682,299.46896
4/4/2019 3:00,12.980316,1.0803303,126.46756
4/4/2019 4:00,13.513794,2.106094,232.06561
4/4/2019 5:00,13.265289,1.8857193,271.5188
4/4/2019 6:00,12.914917,1.4924747,278.70813
4/4/2019 7:00,12.737152,1.2865056,256.3393
4/4/2019 8:00,12.650238,0.4880413,281.943
4/4/2019 9:00,12.249481,0.6837604,278.89102
4/4/2019 10:00,12.323334,0.9457702,247.4024
4/4/2019 11:00,12.2812805,1.2764717,261.70255
4/4/2019 12:00,12.511322,1.6467199,254.77849
4/4/2019 13:00,13.185394,0.9745595,248.43262
4/4/2019 14:00,13.396637,1.3563,283.6348
4/4/2019 15:00,15.828064,1.1820308,211.91487
4/4/2019 16:00,16.093994,1.5429235,312.14517
4/4/2019 17:00,18.480255,3.9037528,327.41464
4/4/2019 18:00,19.421692,3.4915462,340.58627
4/4/2019 19:00,19.62387,4.329248,344.34344
4/4/2019 20:00,19.22165,4.4129868,345.94873
4/4/2019 21:00,17.749908,4.694881,347.35675
4/4/2019 22:00,15.278931,3.9162748,206.08688
4/4/2019 23:00,15.255981,0.17470998,314.87573
4/5/2019 0:00,14.641693,1.3896167,276.51746
4/5/2019 1:00,14.26712,0.997347,265.04712
4/5/2019 2:00,14.037811,0.3964758,345.30133
4/5/2019 3:00,13.365021,1.1541743,322.9723
4/5/2019 4:00,12.519745,1.6917934,338.9541
4/5/2019 5:00,12.246948,1.1752849,272.47003
4/5/2019 6:00,11.9964905,0.95379734,298.1392
4/5/2019 7:00,11.989044,0.88684744,257.12686
4/5/2019 8:00,11.29306,2.1159346,259.68964
4/5/2019 9:00,10.622284,2.1788518,257.35278
4/5/2019 10:00,10.102173,2.1281602,270.39044
4/5/2019 11:00,9.785919,1.8086294,260.75735
4/5/2019 12:00,11.848236,1.4328982,247.02481
4/5/2019 13:00,13.915253,0.7694509,266.3994
4/5/2019 14:00,15.972931,1.2156394,242.83673
4/5/2019 15:00,17.606415,1.2304485,242.8463
4/5/2019 16:00,19.323517,1.4934564,307.52203
4/5/2019 17:00,18.471893,1.5061898,176.25574
4/5/2019 18:00,20.108154,2.6625898,46.47766
4/5/2019 19:00,17.08255,2.3755538,75.85773
4/5/2019 20:00,16.181488,3.0610356,78.5578
4/5/2019 21:00,15.534912,2.2261598,53.828857
4/5/2019 22:00,14.566437,2.9752848,352.47485
