Time,Temperature_obs,WindSpeed_obs,WindDirection_obs
4/4/2019 20:00,19.9,2.3,127.6
4/4/2019 21:00,19.9,1,189
4/4/2019 22:00,19.4,1.1,149.6
4/4/2019 23:00,18.8,1.7,192.7
4/5/2019 0:00,18.4,0.8,102
4/5/2019 1:00,17.6,1.1,205.7
4/5/2019 2:00,17.6,0.5,188.1
4/5/2019 3:00,17.5,1.3,127.9
4/5/2019 4:00,17,1.1,212
4/5/2019 5:00,17.2,1,140.6
4/5/2019 6:00,17.6,1,199.3
4/5/2019 7:00,19.5,0.7,205.8
4/5/2019 8:00,20.2,1.3,169.6
4/5/2019 9:00,21.4,1.2,96
4/5/2019 10:00,21.3,2.5,146
4/5/2019 11:00,22.8,2.2,195
4/5/2019 12:00,23.5,3.6,93.1
4/5/2019 13:00,24.4,3.3,102.4
4/5/2019 14:00,24.5,2.4,140.7
4/5/2019 15:00,24.5,1.3,168.6
4/5/2019 16:00,24.3,3.7,204.3
4/5/2019 17:00,22.3,2.8,255.4
4/5/2019 18:00,19.5,1.6,172.6
4/5/2019 19:00,19.2,1.6,139
4/5/2019 20:00,17.9,2.2,55.9
4/5/2019 21:00,17.7,1.8,84.4
4/5/2019 22:00,17.8,2.3,52.2
4/5/2019 23:00,17.6,2.7,127
4/6/2019 0:00,17.7,1.2,50
