Time,Temperature_obs,WindSpeed_obs,WindDirection_obs
1/11/2019 11:00,24.1,1.3,191.2
1/11/2019 12:00,24.3,1.8,237.9
1/11/2019 13:00,24.8,2.8,143.2
1/11/2019 14:00,24.6,5.2,122.5
1/11/2019 15:00,24.5,5.7,299.8
1/11/2019 16:00,23.2,7.1,293.8
1/11/2019 17:00,22,6.8,334.4
1/11/2019 18:00,20.7,6.3,316.1
1/11/2019 19:00,20,5.6,311.6
1/11/2019 20:00,19.8,5.5,260.7
1/11/2019 21:00,19.6,5.3,277.8
1/11/2019 22:00,19.2,4.2,198.7
1/11/2019 23:00,18.8,3.9,162.1
1/12/2019 0:00,18.5,3.5,313.8
1/12/2019 1:00,18.4,3.1,202
1/12/2019 2:00,18.2,2.7,36.6
1/12/2019 3:00,18.2,3.1,150.5
1/12/2019 4:00,18.1,4.7,271.3
1/12/2019 5:00,18,4.1,190.9
1/12/2019 6:00,17.9,3.8,157.8
1/12/2019 7:00,18,3.3,164.4
1/12/2019 8:00,18.6,3.1,123.8
1/12/2019 9:00,19.7,3.4,136
1/12/2019 10:00,21.5,2.5,149.4
1/12/2019 11:00,22.9,2.8,206.6
1/12/2019 12:00,23.5,5,181.2
1/12/2019 13:00,24.5,4.9,246.7
1/12/2019 14:00,24.7,5.8,275.9
1/12/2019 15:00,24.7,6,231.4
1/12/2019 16:00,24.4,7,316.5
1/12/2019 17:00,22.5,6.9,308.6
1/12/2019 18:00,21.4,6.6,306.3
1/12/2019 19:00,20.6,4.8,327.5
1/12/2019 20:00,20,4.9,324.4
1/12/2019 21:00,19.9,4.6,243.2
1/12/2019 22:00,19.5,4.9,272.2
1/12/2019 23:00,19.2,4.2,153.5
1/13/2019 0:00,18.9,3.7,243.9
1/13/2019 1:00,18.7,3.9,196.5
1/13/2019 2:00,18.5,2.8,192.6
1/13/2019 3:00,18.4,3.1,146.9
1/13/2019 4:00,18,1.6,69.1
1/13/2019 5:00,18.2,2.4,124.3
1/13/2019 6:00,18.3,1.6,125.9
1/13/2019 7:00,18.5,2.3,69.1
1/13/2019 8:00,19.4,2.2,114.5
1/13/2019 9:00,20.1,1.7,158.9
1/13/2019 10:00,21.3,1.8,227.4
1/13/2019 11:00,23.2,2.1,80.7
1/13/2019 12:00,24.5,2.5,71.7
1/13/2019 13:00,24.5,3.7,244.8
1/13/2019 14:00,24.6,5.4,289.1
1/13/2019 15:00,24.6,4.6,260.8
1/13/2019 16:00,24.7,4.6,271
1/13/2019 17:00,24,4.7,329.1
1/13/2019 18:00,21.7,5.7,332.7
1/13/2019 19:00,20.6,5.7,332.3
1/13/2019 20:00,20,5.7,304.2
1/13/2019 21:00,19.9,5.8,327.7
1/13/2019 22:00,19.8,4.7,310.7
1/13/2019 23:00,19.3,4.2,183
1/14/2019 0:00,19.3,1.7,61.9
1/14/2019 1:00,18.9,1.8,129.9
1/14/2019 2:00,18.7,2.4,56.2
1/14/2019 3:00,18.4,2.1,56.4
1/14/2019 4:00,18.8,2.1,78.5
1/14/2019 5:00,18.5,1.4,127.1
1/14/2019 6:00,18.5,1.1,156.1
1/14/2019 7:00,19.2,1.4,153
1/14/2019 8:00,19.8,1.7,59.2
1/14/2019 9:00,20.3,1.6,78.6
1/14/2019 10:00,22.3,1.6,129.5
1/14/2019 11:00,23.7,2,100.2
1/14/2019 12:00,24.3,1.8,81.2
1/14/2019 13:00,24.6,1.4,168.1
1/14/2019 14:00,24.3,3.5,267.1
1/14/2019 15:00,23.1,5.7,343.4
1/14/2019 16:00,21.8,5.5,297.1
1/14/2019 17:00,21.3,5.1,294.2
1/14/2019 18:00,20.6,5,219.9
1/14/2019 19:00,19.9,4.1,119.8
1/14/2019 20:00,19.9,2.9,41.7
1/14/2019 21:00,19.3,2.2,241.7
1/14/2019 22:00,19.2,1.7,264.5
1/14/2019 23:00,18.8,1.3,186.7
1/15/2019 0:00,18.8,0.7,155.3
1/15/2019 1:00,18.4,1.2,111.8
1/15/2019 2:00,17.9,1.2,155.1
1/15/2019 3:00,17.8,0.9,209
1/15/2019 4:00,17.8,0.9,217.2
1/15/2019 5:00,17.9,0.4,191.8
1/15/2019 6:00,17.9,0.5,272.2
1/15/2019 7:00,18.7,0.4,210.2
1/15/2019 8:00,19.8,0.6,192.1
1/15/2019 9:00,21.2,0.6,231.9
1/15/2019 10:00,22.6,1.4,84.7
1/15/2019 11:00,24.4,2.2,166.7
1/15/2019 12:00,24.3,2.2,159.9
1/15/2019 13:00,25.1,2.5,188.3
1/15/2019 14:00,25.5,4.1,154.6
1/15/2019 15:00,26,4,199.4
1/15/2019 16:00,25.9,4.3,187.4
1/15/2019 17:00,24.7,3,79.8
1/15/2019 18:00,24.5,3.4,164.7
1/15/2019 19:00,23.4,4.5,276.3
1/15/2019 20:00,22.1,4.5,334.8
1/15/2019 21:00,21.3,4.8,266.3
1/15/2019 22:00,20.8,3.9,198.8
1/15/2019 23:00,20.2,4.7,276.5
1/16/2019 0:00,20,5.5,266.3
1/16/2019 1:00,19.9,3.9,87
1/16/2019 2:00,19.9,3.9,119.2
1/16/2019 3:00,19.9,3.9,66.1
1/16/2019 4:00,19.4,3.8,169.6
1/16/2019 5:00,19.3,3.6,141.3
1/16/2019 6:00,19.5,2.6,164.5
1/16/2019 7:00,19.8,3.4,69.4
1/16/2019 8:00,20.5,4.3,44
1/16/2019 9:00,21.2,4.6,220.4
1/16/2019 10:00,22.3,2.5,31.7
1/16/2019 11:00,24.4,2,134
1/16/2019 12:00,24.3,2.8,120.6
1/16/2019 13:00,24.7,3.6,271.3
1/16/2019 14:00,24.8,5,225.9
1/16/2019 15:00,25.1,5.1,273.1
1/16/2019 16:00,26,4,126.9
1/16/2019 17:00,24.8,4.6,164
1/16/2019 18:00,24.1,5.1,271.7
1/16/2019 19:00,22.6,4.3,254.6
1/16/2019 20:00,21.6,3.3,145.1
1/16/2019 21:00,21.1,2.2,107.6
1/16/2019 22:00,20.3,5.1,312
1/16/2019 23:00,20.2,4.6,278.3
1/17/2019 0:00,20.1,3.8,238
1/17/2019 1:00,19.9,3,111.9
1/17/2019 2:00,19.9,3.1,71.6
1/17/2019 3:00,19.9,2.9,86.4
1/17/2019 4:00,19.8,2.6,96
1/17/2019 5:00,19.6,3.1,30.6
1/17/2019 6:00,19.6,3,43.8
1/17/2019 7:00,19.8,2.9,141.5
1/17/2019 8:00,19.9,2.9,129.2
1/17/2019 9:00,20.1,3.2,181.5
1/17/2019 10:00,19.6,3.6,152.6
1/17/2019 11:00,19.9,2.5,222.3
1/17/2019 12:00,21.4,2.7,215.9
1/17/2019 13:00,21.9,4.2,39.9
1/17/2019 14:00,23.3,4,70.3
1/17/2019 15:00,24.5,4.4,157.7
1/17/2019 16:00,24.5,4.6,162.2
1/17/2019 17:00,23.7,4.4,295.8
1/17/2019 18:00,22.2,4,268.1
1/17/2019 19:00,21.3,4.8,158.1
1/17/2019 20:00,20.8,5.5,238.5
1/17/2019 21:00,20.3,4.2,163.1
1/17/2019 22:00,20,3,120.3
1/17/2019 23:00,19.9,2.7,32.8
1/18/2019 0:00,19.8,2.8,68.9
1/18/2019 1:00,19.6,2.1,77.3
1/18/2019 2:00,19.1,2.1,148
1/18/2019 3:00,19.1,1.9,87.3
1/18/2019 4:00,18.8,1.9,135.2
1/18/2019 5:00,18.8,1.8,61.3
1/18/2019 6:00,18.8,1.2,225.1
1/18/2019 7:00,19.7,1.3,150.9
1/18/2019 8:00,20.7,2.5,39.2
1/18/2019 9:00,22.4,3.2,110.8
1/18/2019 10:00,23,3.2,110
1/18/2019 11:00,23.6,3.3,75
1/18/2019 12:00,24.3,3.3,74.7
1/18/2019 13:00,24.8,3.8,211.2
1/18/2019 14:00,26,3.4,128.7
1/18/2019 15:00,26.3,3.9,96.5
1/18/2019 16:00,25.7,3.8,73.6
1/18/2019 17:00,24.7,3.4,83
1/18/2019 18:00,24.1,5.2,197.5
1/18/2019 19:00,22.6,5.4,146.1
1/18/2019 20:00,21.6,5.2,239.5
1/18/2019 21:00,21.2,5,208.4
1/18/2019 22:00,20.6,5.1,207.8
1/18/2019 23:00,20.2,4.9,326.1
1/19/2019 0:00,19.9,3.7,119.1
1/19/2019 1:00,19.9,3.5,162.2
1/19/2019 2:00,19.9,2.8,171
1/19/2019 3:00,19.8,3.2,109.9
1/19/2019 4:00,19.7,3,232.6
1/19/2019 5:00,19.9,2.9,189.7
1/19/2019 6:00,19.6,2.1,220.4
1/19/2019 7:00,20,1.7,174.4
1/19/2019 8:00,21.2,3.5,81.9
1/19/2019 9:00,22.8,3.5,72.3
1/19/2019 10:00,24.4,2.1,126
1/19/2019 11:00,24.5,3.5,203.8
1/19/2019 12:00,24.3,3.1,161.5
1/19/2019 13:00,25.3,3.1,193
1/19/2019 14:00,26.1,4.7,236.1
1/19/2019 15:00,26.2,3.7,122.1
1/19/2019 16:00,26.7,3.1,72.2
1/19/2019 17:00,25.6,3,122.6
1/19/2019 18:00,24.6,2.7,159.9
1/19/2019 19:00,23.8,3.6,189
1/19/2019 20:00,22.5,4,123.7
1/19/2019 21:00,21.5,3.9,80.5
1/19/2019 22:00,21,4.7,221.8
1/19/2019 23:00,20.9,2.8,184.4
1/20/2019 0:00,20.7,2.8,195.7
1/20/2019 1:00,20.2,1.4,113.7
1/20/2019 2:00,19.8,1.4,275.1
1/20/2019 3:00,19.7,1.2,242.6
1/20/2019 4:00,19.6,1.2,175
1/20/2019 5:00,19.5,1.1,125.6
1/20/2019 6:00,19.6,1.6,173.1
1/20/2019 7:00,20.6,1.3,121.7
1/20/2019 8:00,20.5,1.4,135.6
1/20/2019 9:00,21.7,0.9,145
1/20/2019 10:00,23,1.3,189.9
1/20/2019 11:00,24.4,1.3,248.7
1/20/2019 12:00,25.1,2.3,264.3
1/20/2019 13:00,26.1,4.2,142.5
1/20/2019 14:00,26.5,3.5,113.8
1/20/2019 15:00,27,4.4,154.9
1/20/2019 16:00,25.9,4.4,170.7
1/20/2019 17:00,24.8,5.3,243.5
1/20/2019 18:00,24.6,4.5,157.1
1/20/2019 19:00,24.2,4.3,123
1/20/2019 20:00,23,3.7,95.5
1/20/2019 21:00,22,5.2,323.4
1/20/2019 22:00,21.2,5.8,272.1
1/20/2019 23:00,20.9,5.7,318.2
1/21/2019 0:00,20.5,5.7,289.6
1/21/2019 1:00,20,6.2,312.8
1/21/2019 2:00,20.1,5.9,260.9
1/21/2019 3:00,19.9,3.8,140.6
1/21/2019 4:00,20.2,2.2,180.6
1/21/2019 5:00,19.9,5.5,340.6
1/21/2019 6:00,19.8,5.3,254.5
1/21/2019 7:00,19.9,3.8,34.7
1/21/2019 8:00,20.3,2.3,68.2
1/21/2019 9:00,21.1,2.7,65.9
1/21/2019 10:00,21.3,2,175.5
1/21/2019 11:00,22.7,3.5,214.2
1/21/2019 12:00,24.1,4.5,219
1/21/2019 13:00,24.5,4.9,194
1/21/2019 14:00,24.4,5.3,292
1/21/2019 15:00,24.4,5.1,267.1
1/21/2019 16:00,24.5,4.9,196.4
1/21/2019 17:00,24.6,4.1,185.5
1/21/2019 18:00,23.5,5.4,283.1
1/21/2019 19:00,22.5,5.4,289.5
1/21/2019 20:00,21.7,5.2,288.5
1/21/2019 21:00,21.2,5.3,231.4
1/21/2019 22:00,21.1,5,300.6
1/21/2019 23:00,20.5,5.2,162
1/22/2019 0:00,20.4,3.9,163.1
1/22/2019 1:00,20.1,2.1,83.3
1/22/2019 2:00,20,2.3,120.1
1/22/2019 3:00,19.9,2.3,146.7
1/22/2019 4:00,19.9,1.8,123.1
1/22/2019 5:00,19.9,1.6,143.2
1/22/2019 6:00,19.9,2.2,188
1/22/2019 7:00,20.5,3.1,250.3
1/22/2019 8:00,22.3,3.3,125.5
1/22/2019 9:00,23.6,3.2,101.9
1/22/2019 10:00,24.5,3.6,146.3
1/22/2019 11:00,24.6,3.9,239.1
1/22/2019 12:00,26,4.7,72.9
1/22/2019 13:00,26.9,5,76.6
1/22/2019 14:00,27.1,5.5,71.2
1/22/2019 15:00,27,5.4,63.4
1/22/2019 16:00,26.7,5.6,71.2
1/22/2019 17:00,26,4.3,68.7
1/22/2019 18:00,24.8,3.6,37.9
1/22/2019 19:00,24.7,3.9,175.4
1/22/2019 20:00,23.9,4.6,126.3
1/22/2019 21:00,22.7,4.4,267.6
1/22/2019 22:00,22,5.1,243.2
1/22/2019 23:00,21.7,4.8,99.9
1/23/2019 0:00,21.3,5,176.2
1/23/2019 1:00,21,4,54.7
1/23/2019 2:00,20.9,3.9,197.5
1/23/2019 3:00,20.9,3.2,159.2
1/23/2019 4:00,20.5,2,225.3
1/23/2019 5:00,19.9,1,245.2
1/23/2019 6:00,19.9,0.6,166.7
1/23/2019 7:00,21.7,0.5,189.6
1/23/2019 8:00,23.3,1.3,129.8
1/23/2019 9:00,24.5,3.3,142.5
1/23/2019 10:00,25.1,2.7,215.7
1/23/2019 11:00,27.1,3.1,304.2
1/23/2019 12:00,28.1,4.5,68.8
1/23/2019 13:00,28.6,5.6,63.7
1/23/2019 14:00,28.9,6.3,69.9
1/23/2019 15:00,28.6,5.8,67.8
1/23/2019 16:00,27.9,5.5,75.1
1/23/2019 17:00,26.9,4.5,80.6
1/23/2019 18:00,26.1,2.6,150.4
1/23/2019 19:00,24.8,2.5,109.4
1/23/2019 20:00,24.2,4.5,82.5
1/23/2019 21:00,22.8,5.8,33.6
1/23/2019 22:00,22.4,5,90.9
1/23/2019 23:00,21.8,4.8,219.7
1/24/2019 0:00,21.9,3,140.5
1/24/2019 1:00,21.8,3,210.5
1/24/2019 2:00,21.6,2.9,248.5
1/24/2019 3:00,20.9,1.9,124.7
1/24/2019 4:00,20.6,2.2,162
1/24/2019 5:00,20.1,1.5,150
1/24/2019 6:00,19.9,1,162.1
1/24/2019 7:00,21.2,0.8,130.7
1/24/2019 8:00,23.1,1.2,95.9
1/24/2019 9:00,24.4,1.7,79.1
1/24/2019 10:00,25.1,1.4,150.5
1/24/2019 11:00,26.8,2,172.1
1/24/2019 12:00,27.8,2.3,154.9
1/24/2019 13:00,28.4,3,183.4
1/24/2019 14:00,28.2,3,85.7
1/24/2019 15:00,28.5,3.1,131.5
1/24/2019 16:00,28.2,2.6,116
1/24/2019 17:00,27,3.1,108
1/24/2019 18:00,25.1,3.6,81.1
1/24/2019 19:00,24.7,4.3,239.8
1/24/2019 20:00,24.3,5.4,267.5
1/24/2019 21:00,23.6,5,294.6
1/24/2019 22:00,22.9,5,310.6
1/24/2019 23:00,22.3,4.1,128.3
1/25/2019 0:00,21.8,4.5,203.1
1/25/2019 1:00,21.6,5.1,67.2
1/25/2019 2:00,21.4,4.5,72.3
1/25/2019 3:00,21.3,2.4,149.4
1/25/2019 4:00,20.4,0.7,170.9
1/25/2019 5:00,20.2,1,272.7
1/25/2019 6:00,20.3,1.6,193.9
1/25/2019 7:00,20.1,4.5,245.9
1/25/2019 8:00,20.5,4.1,59.9
1/25/2019 9:00,22.2,3.3,183.1
1/25/2019 10:00,23.4,3.5,134.6
1/25/2019 11:00,24.6,3.5,164
1/25/2019 12:00,24.5,4.2,180.6
1/25/2019 13:00,24.5,4.4,262.1
1/25/2019 14:00,24.7,4.6,191.2
1/25/2019 15:00,24.8,5.4,274.5
1/25/2019 16:00,25,5.5,323.4
1/25/2019 17:00,24.6,5.5,349.3
1/25/2019 18:00,24.6,4.6,342.5
1/25/2019 19:00,23.9,4.9,295.8
1/25/2019 20:00,23.1,4.2,208.4
1/25/2019 21:00,22.7,3.1,164.7
1/25/2019 22:00,22,3.3,203.7
1/25/2019 23:00,21.8,2.4,182.6
1/26/2019 0:00,21.4,2.3,62
